"tradetype","districtofficecode","districtofficename","countryoforigin","countryoforiginname","countryofdestination","countryofdestinationname","tariff","statisticalunit","transportcode","transportcodedescription","yearmonth","calendaryear","tariffanddescription","statisticalquantity","customsvalue","worldregion"
"Imports","DBN","Durban","IL","Israel","ZA","South Africa","18062010","KG","01","Maritime","201108","2011","18062010 - Chocolate and sugar confectionery containing cocoa","40.42","17086","ASIA"
"Imports","DBN","Durban","SG","Singapore","ZA","South Africa","18062010","KG","01","Maritime","201108","2011","18062010 - Chocolate and sugar confectionery containing cocoa","40000","1013219","ASIA"
"Imports","DBN","Durban","US","United States","ZA","South Africa","18062010","KG","01","Maritime","201108","2011","18062010 - Chocolate and sugar confectionery containing cocoa","11094.2","285514","AMERICA"
"Imports","DFM","Cape Town Int Airport","BR","Brazil","ZA","South Africa","18062010","KG","04","Air","201108","2011","18062010 - Chocolate and sugar confectionery containing cocoa","204","6229","AMERICA"
"Imports","FBB","Ficksburg Bridge","LS","Lesotho","ZA","South Africa","18062010","KG","03","Road","201108","2011","18062010 - Chocolate and sugar confectionery containing cocoa","270","2477","AFRICA"
"Imports","JHB","Johannesburg","IT","Italy","ZA","South Africa","18062010","KG","01","Maritime","201108","2011","18062010 - Chocolate and sugar confectionery containing cocoa","5325","229442","EUROPE"
"Imports","JHB","Johannesburg","TR","Turkey","ZA","South Africa","18062010","KG","01","Maritime","201108","2011","18062010 - Chocolate and sugar confectionery containing cocoa","1339.56","6290","ASIA"
"Imports","JSA","O.R. Tambo Int Airport","BE","Belgium","ZA","South Africa","18062010","KG","04","Air","201108","2011","18062010 - Chocolate and sugar confectionery containing cocoa","800","46488","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","DE","Germany","ZA","South Africa","18062010","KG","04","Air","201108","2011","18062010 - Chocolate and sugar confectionery containing cocoa","14.9","1510","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","FR","France","ZA","South Africa","18062010","KG","04","Air","201108","2011","18062010 - Chocolate and sugar confectionery containing cocoa","2.1","1375","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","GB","United Kingdom","ZA","South Africa","18062010","KG","04","Air","201108","2011","18062010 - Chocolate and sugar confectionery containing cocoa","0.2","241","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","IT","Italy","ZA","South Africa","18062010","KG","04","Air","201108","2011","18062010 - Chocolate and sugar confectionery containing cocoa","205.85","21361","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","ID","Indonesia","ZA","South Africa","18062010","KG","04","Air","201108","2011","18062010 - Chocolate and sugar confectionery containing cocoa","60","146","ASIA"
"Imports","JSA","O.R. Tambo Int Airport","MY","Malaysia","ZA","South Africa","18062010","KG","04","Air","201108","2011","18062010 - Chocolate and sugar confectionery containing cocoa","100","5513","ASIA"
"Imports","JSA","O.R. Tambo Int Airport","US","United States","ZA","South Africa","18062010","KG","04","Air","201108","2011","18062010 - Chocolate and sugar confectionery containing cocoa","14.54","3320","AMERICA"
"Imports","PEZ","Port Elizabeth","CH","Switzerland","ZA","South Africa","18062010","KG","01","Maritime","201108","2011","18062010 - Chocolate and sugar confectionery containing cocoa","2880","217878","EUROPE"
"Imports","KFN","Kopfontein","BW","Botswana","ZA","South Africa","18062010","KG","03","Road","201108","2011","18062010 - Chocolate and sugar confectionery containing cocoa","437.79","32935","AFRICA"
"Imports","MSB","Maseru Bridge","LS","Lesotho","ZA","South Africa","18062010","KG","03","Road","201009","2010","18062010 - Chocolate and sugar confectionery containing cocoa","973","7389","AFRICA"
"Imports","KFN","Kopfontein","BW","Botswana","ZA","South Africa","18062010","KG","03","Road","201009","2010","18062010 - Chocolate and sugar confectionery containing cocoa","4907.1","66104","AFRICA"
"Imports","JSA","O.R. Tambo Int Airport","JP","Japan","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201009","2010","18062010 - Chocolate and sugar confectionery containing cocoa","0.55","10","ASIA"
"Imports","JSA","O.R. Tambo Int Airport","CH","Switzerland","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201009","2010","18062010 - Chocolate and sugar confectionery containing cocoa","4","749","EUROPE"
"Imports","GMR","Germiston/Alberton","BE","Belgium","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201009","2010","18062010 - Chocolate and sugar confectionery containing cocoa","6220","1129106","EUROPE"
"Imports","DBN","Durban","SG","Singapore","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201009","2010","18062010 - Chocolate and sugar confectionery containing cocoa","16080","389448","ASIA"
"Imports","DBN","Durban","CH","Switzerland","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201009","2010","18062010 - Chocolate and sugar confectionery containing cocoa","2030","116865","EUROPE"
"Imports","DBN","Durban","BG","Bulgaria","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201009","2010","18062010 - Chocolate and sugar confectionery containing cocoa","19.2","451","EUROPE"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201009","2010","18062010 - Chocolate and sugar confectionery containing cocoa","12000","417440","EUROPE"
"Imports","CTN","Cape Town","NL","Netherlands","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201009","2010","18062010 - Chocolate and sugar confectionery containing cocoa","319.59","6011","EUROPE"
"Imports","CTN","Cape Town","IT","Italy","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201009","2010","18062010 - Chocolate and sugar confectionery containing cocoa","5280","366570","EUROPE"
"Imports","CTN","Cape Town","CH","Switzerland","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201009","2010","18062010 - Chocolate and sugar confectionery containing cocoa","16638","1136033","EUROPE"
"Imports","BBR","Beit Bridge","ZW","Zimbabwe","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201010","2010","18062010 - Chocolate and sugar confectionery containing cocoa","4000","116000","AFRICA"
"Imports","CTN","Cape Town","BR","Brazil","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201010","2010","18062010 - Chocolate and sugar confectionery containing cocoa","4304","56912","AMERICA"
"Imports","CTN","Cape Town","CH","Switzerland","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201010","2010","18062010 - Chocolate and sugar confectionery containing cocoa","23828","1664986","EUROPE"
"Imports","CTN","Cape Town","IT","Italy","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201010","2010","18062010 - Chocolate and sugar confectionery containing cocoa","3840","270429","EUROPE"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201010","2010","18062010 - Chocolate and sugar confectionery containing cocoa","9460","307709","EUROPE"
"Imports","DBN","Durban","CH","Switzerland","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201010","2010","18062010 - Chocolate and sugar confectionery containing cocoa","285","21683","EUROPE"
"Imports","DBN","Durban","IE","Ireland","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201010","2010","18062010 - Chocolate and sugar confectionery containing cocoa","2604.23","290056","EUROPE"
"Imports","DBN","Durban","IL","Israel","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201010","2010","18062010 - Chocolate and sugar confectionery containing cocoa","1043.21","14278","ASIA"
"Imports","MSB","Maseru Bridge","LS","Lesotho","ZA","South Africa","18062010","KG","03","Road","201012","2010","18062010 - Chocolate and sugar confectionery containing cocoa","249","21773","AFRICA"
"Imports","DBN","Durban","SG","Singapore","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201010","2010","18062010 - Chocolate and sugar confectionery containing cocoa","120000","2967721","ASIA"
"Imports","DBN","Durban","TR","Turkey","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201010","2010","18062010 - Chocolate and sugar confectionery containing cocoa","1520","5302","ASIA"
"Imports","DFM","Cape Town Int Airport","FR","France","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201010","2010","18062010 - Chocolate and sugar confectionery containing cocoa","330","25155","EUROPE"
"Imports","GMR","Germiston/Alberton","BE","Belgium","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201010","2010","18062010 - Chocolate and sugar confectionery containing cocoa","41320","1171978","EUROPE"
"Imports","FBB","Ficksburg Bridge","LS","Lesotho","ZA","South Africa","18062010","KG","03","Road","201010","2010","18062010 - Chocolate and sugar confectionery containing cocoa","142","900","AFRICA"
"Imports","JSA","O.R. Tambo Int Airport","SA","Saudi Arabia","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201010","2010","18062010 - Chocolate and sugar confectionery containing cocoa","3.88","2768","ASIA"
"Imports","KFN","Kopfontein","BW","Botswana","ZA","South Africa","18062010","KG","03","Road","201010","2010","18062010 - Chocolate and sugar confectionery containing cocoa","31.2","3459","AFRICA"
"Imports","CTN","Cape Town","CH","Switzerland","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201011","2010","18062010 - Chocolate and sugar confectionery containing cocoa","7777.5","515610","EUROPE"
"Imports","CTN","Cape Town","NL","Netherlands","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201011","2010","18062010 - Chocolate and sugar confectionery containing cocoa","1800","44286","EUROPE"
"Imports","CTN","Cape Town","IT","Italy","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201011","2010","18062010 - Chocolate and sugar confectionery containing cocoa","2140","151921","EUROPE"
"Imports","DBN","Durban","CH","Switzerland","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201011","2010","18062010 - Chocolate and sugar confectionery containing cocoa","1167.5","64766","EUROPE"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201011","2010","18062010 - Chocolate and sugar confectionery containing cocoa","22200","802889","EUROPE"
"Imports","DBN","Durban","GB","United Kingdom","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201011","2010","18062010 - Chocolate and sugar confectionery containing cocoa","488.24","52490","EUROPE"
"Imports","DBN","Durban","IE","Ireland","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201011","2010","18062010 - Chocolate and sugar confectionery containing cocoa","1522.6","27167","EUROPE"
"Imports","DBN","Durban","SG","Singapore","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201011","2010","18062010 - Chocolate and sugar confectionery containing cocoa","110060","2634258","ASIA"
"Imports","DBN","Durban","TR","Turkey","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201011","2010","18062010 - Chocolate and sugar confectionery containing cocoa","7275","103707","ASIA"
"Imports","DFM","Cape Town Int Airport","BE","Belgium","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201011","2010","18062010 - Chocolate and sugar confectionery containing cocoa","720","37670","EUROPE"
"Imports","DFM","Cape Town Int Airport","FR","France","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201011","2010","18062010 - Chocolate and sugar confectionery containing cocoa","405","33345","EUROPE"
"Imports","DFM","Cape Town Int Airport","GB","United Kingdom","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201011","2010","18062010 - Chocolate and sugar confectionery containing cocoa","139.74","3437","EUROPE"
"Imports","GMR","Germiston/Alberton","BE","Belgium","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201011","2010","18062010 - Chocolate and sugar confectionery containing cocoa","39796.3","1134065","EUROPE"
"Imports","JHB","Johannesburg","US","United States","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201011","2010","18062010 - Chocolate and sugar confectionery containing cocoa","1722.81","184645","AMERICA"
"Imports","JHB","Johannesburg","TR","Turkey","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201011","2010","18062010 - Chocolate and sugar confectionery containing cocoa","3449.38","12003","ASIA"
"Imports","JSA","O.R. Tambo Int Airport","BE","Belgium","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201011","2010","18062010 - Chocolate and sugar confectionery containing cocoa","200","6833","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","DE","Germany","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201011","2010","18062010 - Chocolate and sugar confectionery containing cocoa","12","781","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","FR","France","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201011","2010","18062010 - Chocolate and sugar confectionery containing cocoa","1000","43539","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","IL","Israel","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201011","2010","18062010 - Chocolate and sugar confectionery containing cocoa","227","46375","ASIA"
"Imports","KFN","Kopfontein","BW","Botswana","ZA","South Africa","18062010","KG","03","Road","201011","2010","18062010 - Chocolate and sugar confectionery containing cocoa","41","7454","AFRICA"
"Imports","LBA","King Shaka Int Airport","SA","Saudi Arabia","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201011","2010","18062010 - Chocolate and sugar confectionery containing cocoa","1","10","ASIA"
"Imports","MSB","Maseru Bridge","LS","Lesotho","ZA","South Africa","18062010","KG","03","Road","201011","2010","18062010 - Chocolate and sugar confectionery containing cocoa","61","2178","AFRICA"
"Imports","VLD","Vioolsdrif","NA","Namibia","ZA","South Africa","18062010","KG","03","Road","201011","2010","18062010 - Chocolate and sugar confectionery containing cocoa","2.68","275","AFRICA"
"Imports","LBA","King Shaka Int Airport","SA","Saudi Arabia","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201012","2010","18062010 - Chocolate and sugar confectionery containing cocoa","0.5","10","ASIA"
"Imports","KFN","Kopfontein","BW","Botswana","ZA","South Africa","18062010","KG","03","Road","201012","2010","18062010 - Chocolate and sugar confectionery containing cocoa","256.55","35630","AFRICA"
"Imports","JSA","O.R. Tambo Int Airport","TR","Turkey","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201012","2010","18062010 - Chocolate and sugar confectionery containing cocoa","67.2","3389","ASIA"
"Imports","DBN","Durban","SG","Singapore","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201012","2010","18062010 - Chocolate and sugar confectionery containing cocoa","98220","2374081","ASIA"
"Imports","DBN","Durban","GB","United Kingdom","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201012","2010","18062010 - Chocolate and sugar confectionery containing cocoa","8","300","EUROPE"
"Imports","DBN","Durban","CH","Switzerland","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201012","2010","18062010 - Chocolate and sugar confectionery containing cocoa","537.5","29032","EUROPE"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201012","2010","18062010 - Chocolate and sugar confectionery containing cocoa","17500","568038","EUROPE"
"Imports","CTN","Cape Town","CH","Switzerland","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201012","2010","18062010 - Chocolate and sugar confectionery containing cocoa","11545.5","762057","EUROPE"
"Imports","CTN","Cape Town","BR","Brazil","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201012","2010","18062010 - Chocolate and sugar confectionery containing cocoa","1456","22468","AMERICA"
"Imports","KFN","Kopfontein","BW","Botswana","ZA","South Africa","18062010","KG","03","Road","201109","2011","18062010 - Chocolate and sugar confectionery containing cocoa","945.56","36500","AFRICA"
"Imports","JSA","O.R. Tambo Int Airport","US","United States","ZA","South Africa","18062010","KG","04","Air","201109","2011","18062010 - Chocolate and sugar confectionery containing cocoa","10","56","AMERICA"
"Imports","JSA","O.R. Tambo Int Airport","ID","Indonesia","ZA","South Africa","18062010","KG","04","Air","201109","2011","18062010 - Chocolate and sugar confectionery containing cocoa","1","75","ASIA"
"Imports","JSA","O.R. Tambo Int Airport","FR","France","ZA","South Africa","18062010","KG","04","Air","201109","2011","18062010 - Chocolate and sugar confectionery containing cocoa","1","656","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","DK","Denmark","ZA","South Africa","18062010","KG","04","Air","201109","2011","18062010 - Chocolate and sugar confectionery containing cocoa","1","21","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","BE","Belgium","ZA","South Africa","18062010","KG","04","Air","201109","2011","18062010 - Chocolate and sugar confectionery containing cocoa","225","13267","EUROPE"
"Imports","FBB","Ficksburg Bridge","LS","Lesotho","ZA","South Africa","18062010","KG","03","Road","201109","2011","18062010 - Chocolate and sugar confectionery containing cocoa","27","113","AFRICA"
"Imports","DFM","Cape Town Int Airport","FR","France","ZA","South Africa","18062010","KG","04","Air","201109","2011","18062010 - Chocolate and sugar confectionery containing cocoa","319.95","29166","EUROPE"
"Imports","DFM","Cape Town Int Airport","ES","Spain","ZA","South Africa","18062010","KG","04","Air","201109","2011","18062010 - Chocolate and sugar confectionery containing cocoa","13","433","EUROPE"
"Imports","DBN","Durban","SG","Singapore","ZA","South Africa","18062010","KG","01","Maritime","201109","2011","18062010 - Chocolate and sugar confectionery containing cocoa","92400","2293254","ASIA"
"Imports","DBN","Durban","IE","Ireland","ZA","South Africa","18062010","KG","01","Maritime","201109","2011","18062010 - Chocolate and sugar confectionery containing cocoa","16500","90228","EUROPE"
"Imports","DBN","Durban","DE","Germany","ZA","South Africa","18062010","KG","01","Maritime","201109","2011","18062010 - Chocolate and sugar confectionery containing cocoa","645","33705","EUROPE"
"Imports","DBN","Durban","CH","Switzerland","ZA","South Africa","18062010","KG","01","Maritime","201109","2011","18062010 - Chocolate and sugar confectionery containing cocoa","775","40902","EUROPE"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201109","2011","18062010 - Chocolate and sugar confectionery containing cocoa","26200","1351386","EUROPE"
"Imports","CTN","Cape Town","CH","Switzerland","ZA","South Africa","18062010","KG","01","Maritime","201109","2011","18062010 - Chocolate and sugar confectionery containing cocoa","1106.8","58455","EUROPE"
"Imports","CTN","Cape Town","ES","Spain","ZA","South Africa","18062010","KG","01","Maritime","201109","2011","18062010 - Chocolate and sugar confectionery containing cocoa","6000","166845","EUROPE"
"Imports","CTN","Cape Town","BR","Brazil","ZA","South Africa","18062010","KG","01","Maritime","201109","2011","18062010 - Chocolate and sugar confectionery containing cocoa","9086","214853","AMERICA"
"Imports","CTN","Cape Town","CH","Switzerland","ZA","South Africa","18062010","KG","01","Maritime","201110","2011","18062010 - Chocolate and sugar confectionery containing cocoa","300","22670","EUROPE"
"Imports","CTN","Cape Town","FR","France","ZA","South Africa","18062010","KG","01","Maritime","201110","2011","18062010 - Chocolate and sugar confectionery containing cocoa","1118","108471","EUROPE"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201110","2011","18062010 - Chocolate and sugar confectionery containing cocoa","44000","2253639","EUROPE"
"Imports","DBN","Durban","CH","Switzerland","ZA","South Africa","18062010","KG","01","Maritime","201110","2011","18062010 - Chocolate and sugar confectionery containing cocoa","3227.2","178151","EUROPE"
"Imports","DBN","Durban","ES","Spain","ZA","South Africa","18062010","KG","01","Maritime","201110","2011","18062010 - Chocolate and sugar confectionery containing cocoa","240","6975","EUROPE"
"Imports","DBN","Durban","IT","Italy","ZA","South Africa","18062010","KG","01","Maritime","201110","2011","18062010 - Chocolate and sugar confectionery containing cocoa","6405.6","197460","EUROPE"
"Imports","DBN","Durban","SG","Singapore","ZA","South Africa","18062010","KG","01","Maritime","201110","2011","18062010 - Chocolate and sugar confectionery containing cocoa","118425","3524616","ASIA"
"Imports","DFM","Cape Town Int Airport","BR","Brazil","ZA","South Africa","18062010","KG","04","Air","201110","2011","18062010 - Chocolate and sugar confectionery containing cocoa","600","10802","AMERICA"
"Imports","JHB","Johannesburg","MY","Malaysia","ZA","South Africa","18062010","KG","01","Maritime","201110","2011","18062010 - Chocolate and sugar confectionery containing cocoa","4000","98839","ASIA"
"Imports","JHB","Johannesburg","TR","Turkey","ZA","South Africa","18062010","KG","01","Maritime","201110","2011","18062010 - Chocolate and sugar confectionery containing cocoa","110","3847","ASIA"
"Imports","JSA","O.R. Tambo Int Airport","BE","Belgium","ZA","South Africa","18062010","KG","04","Air","201110","2011","18062010 - Chocolate and sugar confectionery containing cocoa","42.8","1792","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","IT","Italy","ZA","South Africa","18062010","KG","04","Air","201110","2011","18062010 - Chocolate and sugar confectionery containing cocoa","5824","276896","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","PK","Pakistan","ZA","South Africa","18062010","KG","04","Air","201110","2011","18062010 - Chocolate and sugar confectionery containing cocoa","31","88","ASIA"
"Imports","KFN","Kopfontein","BW","Botswana","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201110","2011","18062010 - Chocolate and sugar confectionery containing cocoa","138.18","10452","AFRICA"
"Imports","PTA","Pretoria","BR","Brazil","ZA","South Africa","18062010","KG","01","Maritime","201110","2011","18062010 - Chocolate and sugar confectionery containing cocoa","6292.8","24294","AMERICA"
"Imports","CTN","Cape Town","BR","Brazil","ZA","South Africa","18062010","KG","01","Maritime","201111","2011","18062010 - Chocolate and sugar confectionery containing cocoa","3558","87979","AMERICA"
"Imports","CTN","Cape Town","CH","Switzerland","ZA","South Africa","18062010","KG","01","Maritime","201111","2011","18062010 - Chocolate and sugar confectionery containing cocoa","1728","88168","EUROPE"
"Imports","DBN","Durban","CH","Switzerland","ZA","South Africa","18062010","KG","01","Maritime","201111","2011","18062010 - Chocolate and sugar confectionery containing cocoa","1900","97096","EUROPE"
"Imports","CTN","Cape Town","PL","Poland","ZA","South Africa","18062010","KG","01","Maritime","201111","2011","18062010 - Chocolate and sugar confectionery containing cocoa","4200","106932","EUROPE"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201111","2011","18062010 - Chocolate and sugar confectionery containing cocoa","44899.12","1996104","EUROPE"
"Imports","DBN","Durban","SG","Singapore","ZA","South Africa","18062010","KG","01","Maritime","201111","2011","18062010 - Chocolate and sugar confectionery containing cocoa","103100","3040458","ASIA"
"Imports","DBN","Durban","PL","Poland","ZA","South Africa","18062010","KG","01","Maritime","201111","2011","18062010 - Chocolate and sugar confectionery containing cocoa","7135","615174","EUROPE"
"Imports","DBN","Durban","NL","Netherlands","ZA","South Africa","18062010","KG","01","Maritime","201111","2011","18062010 - Chocolate and sugar confectionery containing cocoa","10560","289536","EUROPE"
"Imports","DBN","Durban","TR","Turkey","ZA","South Africa","18062010","KG","01","Maritime","201111","2011","18062010 - Chocolate and sugar confectionery containing cocoa","15694.88","71348","ASIA"
"Imports","DFM","Cape Town Int Airport","DE","Germany","ZA","South Africa","18062010","KG","04","Air","201111","2011","18062010 - Chocolate and sugar confectionery containing cocoa","62.5","4931","EUROPE"
"Imports","DFM","Cape Town Int Airport","FR","France","ZA","South Africa","18062010","KG","04","Air","201111","2011","18062010 - Chocolate and sugar confectionery containing cocoa","115.45","12282","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","IN","India","ZA","South Africa","18062010","KG","04","Air","201111","2011","18062010 - Chocolate and sugar confectionery containing cocoa","1","16","ASIA"
"Imports","JSA","O.R. Tambo Int Airport","ID","Indonesia","ZA","South Africa","18062010","KG","04","Air","201111","2011","18062010 - Chocolate and sugar confectionery containing cocoa","3","52","ASIA"
"Imports","JSA","O.R. Tambo Int Airport","IT","Italy","ZA","South Africa","18062010","KG","04","Air","201111","2011","18062010 - Chocolate and sugar confectionery containing cocoa","572","27821","EUROPE"
"Imports","KFN","Kopfontein","BW","Botswana","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201111","2011","18062010 - Chocolate and sugar confectionery containing cocoa","120.2","9315","AFRICA"
"Imports","PTA","Pretoria","FR","France","ZA","South Africa","18062010","KG","01","Maritime","201111","2011","18062010 - Chocolate and sugar confectionery containing cocoa","180","5983","EUROPE"
"Imports","MSB","Maseru Bridge","LS","Lesotho","ZA","South Africa","18062010","KG","03","Road","201112","2011","18062010 - Chocolate and sugar confectionery containing cocoa","7","104","AFRICA"
"Imports","KFN","Kopfontein","BW","Botswana","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201112","2011","18062010 - Chocolate and sugar confectionery containing cocoa","720","133147","AFRICA"
"Imports","JSA","O.R. Tambo Int Airport","US","United States","ZA","South Africa","18062010","KG","04","Air","201112","2011","18062010 - Chocolate and sugar confectionery containing cocoa","143.72","8706","AMERICA"
"Imports","JSA","O.R. Tambo Int Airport","TR","Turkey","ZA","South Africa","18062010","KG","04","Air","201112","2011","18062010 - Chocolate and sugar confectionery containing cocoa","32","4021","ASIA"
"Imports","JSA","O.R. Tambo Int Airport","NL","Netherlands","ZA","South Africa","18062010","KG","04","Air","201112","2011","18062010 - Chocolate and sugar confectionery containing cocoa","4","1110","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","NZ","New Zealand","ZA","South Africa","18062010","KG","04","Air","201112","2011","18062010 - Chocolate and sugar confectionery containing cocoa","0.3","65","OCEANIA"
"Imports","JSA","O.R. Tambo Int Airport","GB","United Kingdom","ZA","South Africa","18062010","KG","04","Air","201112","2011","18062010 - Chocolate and sugar confectionery containing cocoa","0.25","66","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","FR","France","ZA","South Africa","18062010","KG","04","Air","201112","2011","18062010 - Chocolate and sugar confectionery containing cocoa","0.4","527","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","BE","Belgium","ZA","South Africa","18062010","KG","04","Air","201112","2011","18062010 - Chocolate and sugar confectionery containing cocoa","900","53160","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","AT","Austria","ZA","South Africa","18062010","KG","04","Air","201112","2011","18062010 - Chocolate and sugar confectionery containing cocoa","3.4","232","EUROPE"
"Imports","DFM","Cape Town Int Airport","FR","France","ZA","South Africa","18062010","KG","04","Air","201112","2011","18062010 - Chocolate and sugar confectionery containing cocoa","20","1996","EUROPE"
"Imports","DFM","Cape Town Int Airport","CH","Switzerland","ZA","South Africa","18062010","KG","04","Air","201112","2011","18062010 - Chocolate and sugar confectionery containing cocoa","0.79","130","EUROPE"
"Imports","DFM","Cape Town Int Airport","AE","United Arab Emirates","ZA","South Africa","18062010","KG","04","Air","201112","2011","18062010 - Chocolate and sugar confectionery containing cocoa","165.63","29167","ASIA"
"Imports","DFM","Cape Town Int Airport","BE","Belgium","ZA","South Africa","18062010","KG","04","Air","201112","2011","18062010 - Chocolate and sugar confectionery containing cocoa","23.48","10335","EUROPE"
"Imports","DBN","Durban","SG","Singapore","ZA","South Africa","18062010","KG","01","Maritime","201112","2011","18062010 - Chocolate and sugar confectionery containing cocoa","198650","6018134","ASIA"
"Imports","DBN","Durban","CH","Switzerland","ZA","South Africa","18062010","KG","01","Maritime","201112","2011","18062010 - Chocolate and sugar confectionery containing cocoa","3660","190534","EUROPE"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201112","2011","18062010 - Chocolate and sugar confectionery containing cocoa","11500","435274","EUROPE"
"Imports","DBN","Durban","AR","Argentina","ZA","South Africa","18062010","KG","01","Maritime","201112","2011","18062010 - Chocolate and sugar confectionery containing cocoa","2415.57","77743","AMERICA"
"Imports","CTN","Cape Town","CH","Switzerland","ZA","South Africa","18062010","KG","01","Maritime","201112","2011","18062010 - Chocolate and sugar confectionery containing cocoa","3620","194646","EUROPE"
